COUNTRY,QTA_ORDINATA_TOTALE,DESCRIZIONE1
COLOMBIA,8.0,PRESSACAVO
Kuwait,8.0,PRESSACAVO
CANADA,4.0,PROTEZIONE MOBILE
UNITED KINGDOM,1.0,PROTEZIONE MOBILE
AFGHANISTAN,0.0,PROTEZIONE MOBILE
ALBANIA,0.0,PROTEZIONE MOBILE
ALGERIA,0.0,PROTEZIONE MOBILE
RUSSIAN FEDERATION,50.0,STAMPO CORPO
TANZANIA,50.0,STAMPO CORPO
UGANDA,30.0,STAMPO CORPO
POLAND,21.0,STAMPO CORPO
Iraq,13.0,STAMPO CORPO
CANADA,10.0,TAPPO RETTANGOLARE
AFGHANISTAN,0.0,TAPPO RETTANGOLARE
ALBANIA,0.0,TAPPO RETTANGOLARE
ALGERIA,0.0,TAPPO RETTANGOLARE
ANDORRA,0.0,TAPPO RETTANGOLARE
USA,60.0,TERMINALE
"Lao, People's Dem. Rep.",48.0,TERMINALE
JAMAICA,40.0,TERMINALE
VIETNAM,24.0,TERMINALE
CANADA,20.0,TERMINALE
MALDIVES,2.0,TRASMETTITORE
PHILIPPINES,2.0,TRASMETTITORE
CANADA,1.0,TRASMETTITORE
AFGHANISTAN,0.0,TRASMETTITORE
ALBANIA,0.0,TRASMETTITORE
CANADA,800.0,TUBETTO
Spain,500.0,TUBETTO
UZBEKISTAN,150.0,TUBETTO
USA,12.0,TUBETTO
Islamic Republic of Iran,6.0,TUBETTO
Portugal,64.0,VITE TCEI AUTOFORMANTE
CANADA,30.0,VITE TCEI AUTOFORMANTE
AFGHANISTAN,0.0,VITE TCEI AUTOFORMANTE
ALBANIA,0.0,VITE TCEI AUTOFORMANTE
ALGERIA,0.0,VITE TCEI AUTOFORMANTE
Cape Verde,2.0,COMPRESSORE
Democratic Rep. of the Congo,2.0,COMPRESSORE
MALDIVES,1.0,COMPRESSORE
AFGHANISTAN,0.0,COMPRESSORE
ALBANIA,0.0,COMPRESSORE
Spain,56.0,PINZA DX
Iraq,52.0,PINZA DX
Islamic Republic of Iran,32.0,PINZA DX
MOROCCO,32.0,PINZA DX
Canary Islands,28.0,PINZA DX
Spain,56.0,PINZA SX
Iraq,52.0,PINZA SX
Islamic Republic of Iran,32.0,PINZA SX
MOROCCO,32.0,PINZA SX
Canary Islands,28.0,PINZA SX
Saudi Arabia,60.0,DISTANZIALE VARIABILE
Ivory Coast,50.0,DISTANZIALE VARIABILE
Israel,17.0,DISTANZIALE VARIABILE
ALGERIA,13.0,DISTANZIALE VARIABILE
"Congo, Republic of",8.0,DISTANZIALE VARIABILE
Germany,17.0,GRAFFETTA
"Congo, Republic of",3.0,GRAFFETTA
MOROCCO,2.0,GRAFFETTA
Saudi Arabia,2.0,GRAFFETTA
Dominican Republic,1.0,GRAFFETTA
ROMANIA,96.0,GRUPPO FONDELLO
MEXICO,23.0,GRUPPO FONDELLO
Israel,13.0,GRUPPO FONDELLO
Ivory Coast,12.0,GRUPPO FONDELLO
Saudi Arabia,12.0,GRUPPO FONDELLO
Iraq,56.0,GRUPPO STAMPO SF
Oman,36.0,GRUPPO STAMPO SF
"Congo, Republic of",11.0,GRUPPO STAMPO SF
ITALY,11.0,GRUPPO STAMPO SF
Saudi Arabia,10.0,GRUPPO STAMPO SF
ALGERIA,11.0,RISCALDATORE
MALAYSIA,8.0,RISCALDATORE
Portugal,4.0,RISCALDATORE
ETHIOPIA,2.0,RISCALDATORE
HONDURAS,2.0,RISCALDATORE
"Congo, Republic of",24.0,VITE TCIT
COLOMBIA,20.0,VITE TCIT
Lithuania,11.0,VITE TCIT
Serbia,10.0,VITE TCIT
India,4.0,VITE TCIT
PHILIPPINES,252984.0,CATENA CERNIERA SINGOLA
Cape Verde,201168.0,CATENA CERNIERA SINGOLA
GIBUTI,94496.0,CATENA CERNIERA SINGOLA
CHINA,73240.05078125,CATENA CERNIERA SINGOLA
Qatar,54864.0,CATENA CERNIERA SINGOLA
Cape Verde,166.0,FORCELLA
THAILAND,6.0,FORCELLA
ALGERIA,5.0,FORCELLA
MALAYSIA,4.0,FORCELLA
MEXICO,3.0,FORCELLA
MOROCCO,54.0,RETE
EGYPT,10.0,RETE
Switzerland,3.0,RETE
AFGHANISTAN,0.0,RETE
ALBANIA,0.0,RETE
Ivory Coast,4.0,CAMMA PINZE
ITALY,2.0,CAMMA PINZE
RUSSIAN FEDERATION,2.0,CAMMA PINZE
Cape Verde,1.0,CAMMA PINZE
UGANDA,1.0,CAMMA PINZE
MOROCCO,24.0,GRUPPO GUIDA BOTTIGLIA
FRANCE,11.0,GRUPPO GUIDA BOTTIGLIA
Ivory Coast,6.0,GRUPPO GUIDA BOTTIGLIA
Saudi Arabia,6.0,GRUPPO GUIDA BOTTIGLIA
Ireland,5.0,GRUPPO GUIDA BOTTIGLIA
Israel,24.0,RULLINO
Ivory Coast,24.0,RULLINO
Qatar,18.0,RULLINO
ALGERIA,6.0,RULLINO
AFGHANISTAN,0.0,RULLINO
YEMEN,36.0,RUOTA TRAINO PER CAT. CURVILINEA
PHILIPPINES,28.0,RUOTA TRAINO PER CAT. CURVILINEA
Libya,12.0,RUOTA TRAINO PER CAT. CURVILINEA
Qatar,12.0,RUOTA TRAINO PER CAT. CURVILINEA
CHINA,9.0,RUOTA TRAINO PER CAT. CURVILINEA
YEMEN,157.0,RUOTA TRAINO PER CAT. RETTILINEA
Indonesia,30.0,RUOTA TRAINO PER CAT. RETTILINEA
Ivory Coast,25.0,RUOTA TRAINO PER CAT. RETTILINEA
PHILIPPINES,24.0,RUOTA TRAINO PER CAT. RETTILINEA
Qatar,18.0,RUOTA TRAINO PER CAT. RETTILINEA
GEORGIA,40.0,CANALINA
Saudi Arabia,15.0,CANALINA
HUNGARY,12.0,CANALINA
Chile,4.0,CANALINA
EGYPT,4.0,CANALINA
MALAYSIA,44.0,CATENA TRIPLA
MEXICO,16.7001953125,CATENA TRIPLA
TUNISIA,11.7001953125,CATENA TRIPLA
KYRGYZSTAN,8.0,CATENA TRIPLA
Chile,2.0,CATENA TRIPLA
MEXICO,7.0,CORONA TRIPLA
Chile,1.0,CORONA TRIPLA
TUNISIA,1.0,CORONA TRIPLA
AFGHANISTAN,0.0,CORONA TRIPLA
ALBANIA,0.0,CORONA TRIPLA
South Africa,12.0,GRUPPO NASTRINI REGOLABILI SPECIALE
USA,8.0,GRUPPO NASTRINI REGOLABILI SPECIALE
Chile,1.0,GRUPPO NASTRINI REGOLABILI SPECIALE
AFGHANISTAN,0.0,GRUPPO NASTRINI REGOLABILI SPECIALE
ALBANIA,0.0,GRUPPO NASTRINI REGOLABILI SPECIALE
MALAYSIA,4.0,GRUPPO TAPPETO ENTRATA
TURKEY,3.0,GRUPPO TAPPETO ENTRATA
USA,3.0,GRUPPO TAPPETO ENTRATA
CHINA,1.0,GRUPPO TAPPETO ENTRATA
Chile,1.0,GRUPPO TAPPETO ENTRATA
MEXICO,48.0,PORTA PIOLI
Dominican Republic,32.0,PORTA PIOLI
CHINA,24.0,PORTA PIOLI
Saudi Arabia,20.0,PORTA PIOLI
EL SALVADOR,16.0,PORTA PIOLI
CHINA,72.0,CATENA CERNIERA CURVILINEA
Libya,19.0,CATENA CERNIERA CURVILINEA
AFGHANISTAN,0.0,CATENA CERNIERA CURVILINEA
ALBANIA,0.0,CATENA CERNIERA CURVILINEA
ALGERIA,0.0,CATENA CERNIERA CURVILINEA
Islamic Republic of Iran,13.0,CAVALLOTTO
TUNISIA,12.0,CAVALLOTTO
Indonesia,10.0,CAVALLOTTO
India,6.0,CAVALLOTTO
SAINT LUCIA,6.0,CAVALLOTTO
EGYPT,211.0,CAVALLOTTO MORSETTO
Islamic Republic of Iran,105.0,CAVALLOTTO MORSETTO
PAKISTAN,70.0,CAVALLOTTO MORSETTO
South Africa,45.0,CAVALLOTTO MORSETTO
CHINA,29.0,CAVALLOTTO MORSETTO
MEXICO,191.0,CERNIERA
UNITED KINGDOM,90.0,CERNIERA
POLAND,20.0,CERNIERA
PHILIPPINES,18.0,CERNIERA
MALAYSIA,12.0,CERNIERA
CHINA,1.0,CONDUTTORE
AFGHANISTAN,0.0,CONDUTTORE
ALBANIA,0.0,CONDUTTORE
ALGERIA,0.0,CONDUTTORE
ANDORRA,0.0,CONDUTTORE
CHINA,4.0,FLASH DISK
AFGHANISTAN,0.0,FLASH DISK
ALBANIA,0.0,FLASH DISK
ALGERIA,0.0,FLASH DISK
ANDORRA,0.0,FLASH DISK
CHINA,1.0,FLASH DISK ROHS
COSTA RICA,1.0,FLASH DISK ROHS
MEXICO,1.0,FLASH DISK ROHS
MOROCCO,1.0,FLASH DISK ROHS
YEMEN,1.0,FLASH DISK ROHS
ALGERIA,12.0,GRUPPO BARRI DIVISORIE
Saudi Arabia,6.0,GRUPPO BARRI DIVISORIE
CHINA,2.0,GRUPPO BARRI DIVISORIE
HONDURAS,2.0,GRUPPO BARRI DIVISORIE
TURKEY,2.0,GRUPPO BARRI DIVISORIE
Iraq,760.0,GRUPPO MANDRINO PASSO 40
UGANDA,322.0,GRUPPO MANDRINO PASSO 40
Libya,255.0,GRUPPO MANDRINO PASSO 40
Lithuania,189.0,GRUPPO MANDRINO PASSO 40
ALGERIA,158.0,GRUPPO MANDRINO PASSO 40
CHINA,30.0,GRUPPO METTIALVEOLI
ITALY,4.0,GRUPPO METTIALVEOLI
Spain,4.0,GRUPPO METTIALVEOLI
FRANCE,1.0,GRUPPO METTIALVEOLI
AFGHANISTAN,0.0,GRUPPO METTIALVEOLI
Norway,38.0,GRUPPO MOVIMENTAZIONE MANDRINO
TURKEY,27.0,GRUPPO MOVIMENTAZIONE MANDRINO
ALGERIA,25.0,GRUPPO MOVIMENTAZIONE MANDRINO
Islamic Republic of Iran,13.0,GRUPPO MOVIMENTAZIONE MANDRINO
Spain,10.0,GRUPPO MOVIMENTAZIONE MANDRINO
CHINA,2.0,GRUPPO PIEGA ALETTA
AFGHANISTAN,0.0,GRUPPO PIEGA ALETTA
ALBANIA,0.0,GRUPPO PIEGA ALETTA
ALGERIA,0.0,GRUPPO PIEGA ALETTA
ANDORRA,0.0,GRUPPO PIEGA ALETTA
USA,46.0,GRUPPO PIEGA ALETTE
Mozambique,33.0,GRUPPO PIEGA ALETTE
CHINA,20.0,GRUPPO PIEGA ALETTE
UNITED KINGDOM,20.0,GRUPPO PIEGA ALETTE
ITALY,16.0,GRUPPO PIEGA ALETTE
ROMANIA,24.0,GRUPPO PREMI BOTTIGLIA
Mozambique,14.0,GRUPPO PREMI BOTTIGLIA
TUNISIA,14.0,GRUPPO PREMI BOTTIGLIA
ITALY,11.0,GRUPPO PREMI BOTTIGLIA
CHINA,4.0,GRUPPO PREMI BOTTIGLIA
Spain,44.0,GRUPPO RINVIO ANGOLARE
THAILAND,8.0,GRUPPO RINVIO ANGOLARE
CHINA,5.0,GRUPPO RINVIO ANGOLARE
ALGERIA,4.0,GRUPPO RINVIO ANGOLARE
ITALY,4.0,GRUPPO RINVIO ANGOLARE
CHINA,1.0,GRUPPO RULLIERA
AFGHANISTAN,0.0,GRUPPO RULLIERA
ALBANIA,0.0,GRUPPO RULLIERA
ALGERIA,0.0,GRUPPO RULLIERA
ANDORRA,0.0,GRUPPO RULLIERA
USA,4.0,GRUPPO STABILIZZATORE DI PRODOTTO
CHINA,2.0,GRUPPO STABILIZZATORE DI PRODOTTO
India,2.0,GRUPPO STABILIZZATORE DI PRODOTTO
RUSSIAN FEDERATION,2.0,GRUPPO STABILIZZATORE DI PRODOTTO
AFGHANISTAN,0.0,GRUPPO STABILIZZATORE DI PRODOTTO
CHINA,3.0,GRUPPO TARGHETTE
MEXICO,3.0,GRUPPO TARGHETTE
COSTA RICA,1.0,GRUPPO TARGHETTE
AFGHANISTAN,0.0,GRUPPO TARGHETTE
ALBANIA,0.0,GRUPPO TARGHETTE
MOROCCO,6.0,GRUPPO TRAINO
Indonesia,4.0,GRUPPO TRAINO
Islamic Republic of Iran,3.0,GRUPPO TRAINO
CHINA,2.0,GRUPPO TRAINO
Iraq,2.0,GRUPPO TRAINO
YEMEN,36.0,MISURATORE
PHILIPPINES,10.0,MISURATORE
MALDIVES,6.0,MISURATORE
POLAND,4.0,MISURATORE
TURKEY,4.0,MISURATORE
PHILIPPINES,3.0,MODULO ANTIDISTURBO
CHINA,2.0,MODULO ANTIDISTURBO
Islamic Republic of Iran,1.0,MODULO ANTIDISTURBO
AFGHANISTAN,0.0,MODULO ANTIDISTURBO
ALBANIA,0.0,MODULO ANTIDISTURBO
MEXICO,24.0,MODULO DI RAFFREDDAMENTO
USA,13.0,MODULO DI RAFFREDDAMENTO
Spain,12.0,MODULO DI RAFFREDDAMENTO
TUNISIA,10.0,MODULO DI RAFFREDDAMENTO
ECUADOR,8.0,MODULO DI RAFFREDDAMENTO
Islamic Republic of Iran,10.0,PIATTO SEPARATORE
CHINA,3.0,PIATTO SEPARATORE
MALAYSIA,3.0,PIATTO SEPARATORE
COLOMBIA,2.0,PIATTO SEPARATORE
POLAND,2.0,PIATTO SEPARATORE
CHINA,127.0,PRESA PREFORME (30/25)
Saudi Arabia,100.0,PRESA PREFORME (30/25)
Oman,50.0,PRESA PREFORME (30/25)
Greece,10.0,PRESA PREFORME (30/25)
Syria,10.0,PRESA PREFORME (30/25)
CHINA,22.0,PULSANTIERA
GUYANA,3.0,PULSANTIERA
UNITED KINGDOM,3.0,PULSANTIERA
USA,3.0,PULSANTIERA
Kuwait,1.0,PULSANTIERA
India,2.0,SALDATORE AUTOMATICO
CHINA,1.0,SALDATORE AUTOMATICO
AFGHANISTAN,0.0,SALDATORE AUTOMATICO
ALBANIA,0.0,SALDATORE AUTOMATICO
ALGERIA,0.0,SALDATORE AUTOMATICO
Islamic Republic of Iran,10.0,SALI
ALGERIA,7.0,SALI
CHINA,4.0,SALI
AFGHANISTAN,0.0,SALI
ALBANIA,0.0,SALI
RUSSIAN FEDERATION,13.0,SCHEDA ROHS
CHINA,6.0,SCHEDA ROHS
Greece,4.0,SCHEDA ROHS
Lebanon,2.0,SCHEDA ROHS
POLAND,2.0,SCHEDA ROHS
MEXICO,3.0,SETTORE DENTATO TONDO
CHINA,1.0,SETTORE DENTATO TONDO
AFGHANISTAN,0.0,SETTORE DENTATO TONDO
ALBANIA,0.0,SETTORE DENTATO TONDO
ALGERIA,0.0,SETTORE DENTATO TONDO
PHILIPPINES,10.0,SISTEMA DI CONTROLLO
ALGERIA,4.0,SISTEMA DI CONTROLLO
TURKEY,4.0,SISTEMA DI CONTROLLO
MOROCCO,2.0,SISTEMA DI CONTROLLO
CHINA,1.0,SISTEMA DI CONTROLLO
Portugal,6.0,SISTEMA FUNZIONALE COMPLETO
UKRAINE,6.0,SISTEMA FUNZIONALE COMPLETO
Germany,3.0,SISTEMA FUNZIONALE COMPLETO
Indonesia,2.0,SISTEMA FUNZIONALE COMPLETO
RUSSIAN FEDERATION,2.0,SISTEMA FUNZIONALE COMPLETO
Greece,24.0,TUBO AL SILICONE
CHINA,12.0,TUBO AL SILICONE
MALAYSIA,5.0,TUBO AL SILICONE
AFGHANISTAN,0.0,TUBO AL SILICONE
ALBANIA,0.0,TUBO AL SILICONE
MEXICO,60.0,VITE TBIC
HONDURAS,52.0,VITE TBIC
USA,30.0,VITE TBIC
Portugal,12.0,VITE TBIC
CHINA,10.0,VITE TBIC
COLOMBIA,2.0,CHIAVE
AFGHANISTAN,0.0,CHIAVE
ALBANIA,0.0,CHIAVE
ALGERIA,0.0,CHIAVE
ANDORRA,0.0,CHIAVE
UNITED KINGDOM,3.0,CONTENITORE
COLOMBIA,2.0,CONTENITORE
India,2.0,CONTENITORE
POLAND,2.0,CONTENITORE
AFGHANISTAN,0.0,CONTENITORE
COLOMBIA,2.0,GRUPPO ELEVATORE
AFGHANISTAN,0.0,GRUPPO ELEVATORE
ALBANIA,0.0,GRUPPO ELEVATORE
ALGERIA,0.0,GRUPPO ELEVATORE
ANDORRA,0.0,GRUPPO ELEVATORE
FRANCE,6.0,GRUPPO FINE CORSA
Iraq,6.0,GRUPPO FINE CORSA
POLAND,6.0,GRUPPO FINE CORSA
COLOMBIA,2.0,GRUPPO FINE CORSA
Israel,2.0,GRUPPO FINE CORSA
Qatar,24.0,GUSCIO
YEMEN,12.0,GUSCIO
COLOMBIA,6.0,GUSCIO
Germany,6.0,GUSCIO
South Africa,6.0,GUSCIO
MEXICO,13.0,SETTORE DENTATO RETTANGOLARE
COLOMBIA,8.0,SETTORE DENTATO RETTANGOLARE
JAMAICA,7.0,SETTORE DENTATO RETTANGOLARE
AFGHANISTAN,0.0,SETTORE DENTATO RETTANGOLARE
ALBANIA,0.0,SETTORE DENTATO RETTANGOLARE
JAPAN,60.0,SISTEMA IDRAULICO FORNO Q.I.
Canary Islands,32.0,SISTEMA IDRAULICO FORNO Q.I.
MEXICO,12.0,SISTEMA IDRAULICO FORNO Q.I.
Iraq,10.0,SISTEMA IDRAULICO FORNO Q.I.
Cape Verde,8.0,SISTEMA IDRAULICO FORNO Q.I.
Qatar,27.0,CONNETTORE CABLATO
Germany,4.0,CONNETTORE CABLATO
COSTA RICA,3.0,CONNETTORE CABLATO
JAMAICA,3.0,CONNETTORE CABLATO
Serbia,3.0,CONNETTORE CABLATO
Cape Verde,228.0,ASTA
PHILIPPINES,21.0,ASTA
MEXICO,12.0,ASTA
POLAND,10.0,ASTA
Sweden,8.0,ASTA
Cape Verde,50.0,AW-6060 ANTICORODAL T6 ESTRUSO
Saudi Arabia,30.0,AW-6060 ANTICORODAL T6 ESTRUSO
Sudan,21.0,AW-6060 ANTICORODAL T6 ESTRUSO
MOROCCO,20.0,AW-6060 ANTICORODAL T6 ESTRUSO
UKRAINE,15.0,AW-6060 ANTICORODAL T6 ESTRUSO
Spain,24.0,GRUPPO FINECORSA
Canary Islands,2.0,GRUPPO FINECORSA
Cape Verde,1.0,GRUPPO FINECORSA
AFGHANISTAN,0.0,GRUPPO FINECORSA
ALBANIA,0.0,GRUPPO FINECORSA
Cape Verde,104.0,LISTELLO
PHILIPPINES,16.0,LISTELLO
UNITED KINGDOM,3.0,LISTELLO
AFGHANISTAN,0.0,LISTELLO
ALBANIA,0.0,LISTELLO
Qatar,12.0,PISTONE
Cape Verde,2.0,PISTONE
South Korea,2.0,PISTONE
AFGHANISTAN,0.0,PISTONE
ALBANIA,0.0,PISTONE
YEMEN,11.203125,PVC FLESSIBILE TRASPARENTE
Cape Verde,10.203125,PVC FLESSIBILE TRASPARENTE
AFGHANISTAN,0.0,PVC FLESSIBILE TRASPARENTE
ALBANIA,0.0,PVC FLESSIBILE TRASPARENTE
ALGERIA,0.0,PVC FLESSIBILE TRASPARENTE
Cape Verde,350.0,TESTA
POLAND,40.0,TESTA
PHILIPPINES,10.0,TESTA
Qatar,8.0,TESTA
TRINIDAD AND TOBAGO,5.0,TESTA
CYPRUS,1.0,PTFE TELA VETRO/PTFE 216-13AD
AFGHANISTAN,0.0,PTFE TELA VETRO/PTFE 216-13AD
ALBANIA,0.0,PTFE TELA VETRO/PTFE 216-13AD
ALGERIA,0.0,PTFE TELA VETRO/PTFE 216-13AD
ANDORRA,0.0,PTFE TELA VETRO/PTFE 216-13AD
Germany,8.0,GRUPPO SUPPORTO PORTASTAMPO
MOROCCO,1.0,GRUPPO SUPPORTO PORTASTAMPO
AFGHANISTAN,0.0,GRUPPO SUPPORTO PORTASTAMPO
ALBANIA,0.0,GRUPPO SUPPORTO PORTASTAMPO
ALGERIA,0.0,GRUPPO SUPPORTO PORTASTAMPO
Serbia,9.0,GRUPPO TAPPETO ING.AVVOLGITORE
MEXICO,7.0,GRUPPO TAPPETO ING.AVVOLGITORE
ROMANIA,4.0,GRUPPO TAPPETO ING.AVVOLGITORE
ZAMBIA,3.0,GRUPPO TAPPETO ING.AVVOLGITORE
Germany,2.0,GRUPPO TAPPETO ING.AVVOLGITORE
Spain,74.0,LAMA DX
ITALY,57.0,LAMA DX
CROATIA,31.0,LAMA DX
Slovenia,28.0,LAMA DX
Greece,25.0,LAMA DX
ALGERIA,80.0,VITE CAMLOC
Germany,60.0,VITE CAMLOC
ITALY,10.0,VITE CAMLOC
AFGHANISTAN,0.0,VITE CAMLOC
ALBANIA,0.0,VITE CAMLOC
Dominican Republic,1.0,SISTEMI COMANDO E PROTEZIONE
RUSSIAN FEDERATION,1.0,SISTEMI COMANDO E PROTEZIONE
Slovenia,1.0,SISTEMI COMANDO E PROTEZIONE
AFGHANISTAN,0.0,SISTEMI COMANDO E PROTEZIONE
ALBANIA,0.0,SISTEMI COMANDO E PROTEZIONE
MALAYSIA,15.0,BARRA DENTATA
PHILIPPINES,12.0,BARRA DENTATA
India,4.0,BARRA DENTATA
MEXICO,3.0,BARRA DENTATA
ALGERIA,1.0,BARRA DENTATA
MOROCCO,240.0,CAPPUCCIO SGANCIO PREF. 267Novembal
ALGERIA,106.0,CAPPUCCIO SGANCIO PREF. 267Novembal
RUSSIAN FEDERATION,106.0,CAPPUCCIO SGANCIO PREF. 267Novembal
Sudan,104.0,CAPPUCCIO SGANCIO PREF. 267Novembal
KENYA,44.0,CAPPUCCIO SGANCIO PREF. 267Novembal
Greece,386.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
Spain,382.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
YEMEN,294.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
Islamic Republic of Iran,165.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
TURKEY,155.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
ALGERIA,60.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
TURKEY,10.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
ANDORRA,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
Kuwait,123.0,CAPPUCCIO SGANCIO PREF. PCO Standard
ALGERIA,121.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Iraq,100.0,CAPPUCCIO SGANCIO PREF. PCO Standard
JAPAN,100.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Canary Islands,40.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Libya,2.0,CONDENSATORE ELETTROLITICO TH ROHS
MEXICO,2.0,CONDENSATORE ELETTROLITICO TH ROHS
Qatar,2.0,CONDENSATORE ELETTROLITICO TH ROHS
ALGERIA,1.0,CONDENSATORE ELETTROLITICO TH ROHS
AFGHANISTAN,0.0,CONDENSATORE ELETTROLITICO TH ROHS
Iraq,9.0,DOSATORE
Spain,4.0,DOSATORE
EGYPT,3.0,DOSATORE
South Korea,3.0,DOSATORE
ALGERIA,2.0,DOSATORE
MEXICO,21.0,GRUPPO CAMME
Saudi Arabia,9.0,GRUPPO CAMME
Iraq,7.0,GRUPPO CAMME
Spain,4.0,GRUPPO CAMME
ZAMBIA,4.0,GRUPPO CAMME
